1002000,Powiat kutnowski,"5800,64"
1003000,Powiat łaski,"5241,99"
1004000,Powiat łęczycki,"6026,04"
1005000,Powiat łowicki,"5395,6"
1006000,Powiat łódzki wschodni,"5475,31"
1007000,Powiat opoczyński,"5462,96"
1008000,Powiat pabianicki,"5650,74"
1009000,Powiat pajęczański,"5467,17"
1010000,Powiat piotrkowski,"5278,96"
1011000,Powiat poddębicki,"7377,24"
1012000,Powiat radomszczański,"5333,33"
1013000,Powiat rawski,"5550,93"
1014000,Powiat sieradzki,"5626,08"
1015000,Powiat skierniewicki,"5408,39"
1016000,Powiat tomaszowski (łódzki),"5478,29"
1017000,Powiat wieluński,"5497,22"
1018000,Powiat wieruszowski,"5075,66"
1019000,Powiat zduńskowolski,"5607,97"
1020000,Powiat zgierski,"6024,38"
1021000,Powiat brzeziński,"5262,32"
1061000,Powiat Łódź,"6629,23"
1062000,Powiat Piotrków Trybunalski,"5465,3"
1063000,Powiat Skierniewice,"5797,49"
1201000,Powiat bocheński,"5642,88"
1202000,Powiat brzeski (małopolski),"5127,71"
1203000,Powiat chrzanowski,"6020,61"
1204000,Powiat dąbrowski,"5271,12"
1205000,Powiat gorlicki,"5027,39"
1206000,Powiat krakowski,"6385,62"
1207000,Powiat limanowski,"5183,78"
1208000,Powiat miechowski,"5415,22"
1209000,Powiat myślenicki,"5603,51"
1210000,Powiat nowosądecki,"5134,07"
1211000,Powiat nowotarski,"5168,93"
1212000,Powiat olkuski,"5894,22"
1213000,Powiat oświęcimski,"5899,89"
1214000,Powiat proszowicki,"5577,77"
1215000,Powiat suski,"5555,61"
1216000,Powiat tarnowski,"5010,43"
1217000,Powiat tatrzański,"5519,76"
1218000,Powiat wadowicki,"5385,08"
1219000,Powiat wielicki,"6201,22"
1261000,Powiat Kraków,"8157,43"
1262000,Powiat Nowy Sącz,"5478,44"
1263000,Powiat Tarnów,"6721,47"
1401000,Powiat białobrzeski,"5563,78"
1402000,Powiat ciechanowski,"6213,79"
1403000,Powiat garwoliński,"5700,38"
1404000,Powiat gostyniński,"5806,09"
1405000,Powiat grodziski (mazowiecki),"7139,72"
1406000,Powiat grójecki,"6247,81"
1407000,Powiat kozienicki,"7274,27"
1408000,Powiat legionowski,"6034,24"
1409000,Powiat lipski,"5595,82"
1410000,Powiat łosicki,"5362,58"
1411000,Powiat makowski,"5493,65"
1412000,Powiat miński,"5785,24"
1413000,Powiat mławski,"5385,65"
1414000,Powiat nowodworski (mazowiecki),"7534,84"
1415000,Powiat ostrołęcki,"5661,05"
1416000,Powiat ostrowski (mazowiecki),"5729,1"
1417000,Powiat otwocki,"6468,8"
1418000,Powiat piaseczyński,"6499,96"
1419000,Powiat płocki,"5772,84"
1420000,Powiat płoński,"5660,12"
1421000,Powiat pruszkowski,"7516,43"
1422000,Powiat przasnyski,"5756,31"
1423000,Powiat przysuski,"5564,37"
1424000,Powiat pułtuski,"5503,6"
1425000,Powiat radomski,"5412,43"
1426000,Powiat siedlecki,"5411,82"
1427000,Powiat sierpecki,"5505,06"
1428000,Powiat sochaczewski,"6994,09"
1429000,Powiat sokołowski,"5459,15"
1430000,Powiat szydłowiecki,"5271,91"
1432000,Powiat warszawski zachodni,"7077,31"
1433000,Powiat węgrowski,"5786,65"
1434000,Powiat wołomiński,"6065,79"
1435000,Powiat wyszkowski,"5551,98"
1436000,Powiat zwoleński,"5638,92"
1437000,Powiat żuromiński,"5390,6"
1438000,Powiat żyrardowski,6403
1461000,Powiat Ostrołęka,"6673,91"
1462000,Powiat Płock,"7898,47"
1463000,Powiat Radom,"6182,33"
1464000,Powiat Siedlce,"6234,01"
1465000,Powiat Warszawa,"8540,11"
1601000,Powiat brzeski (opolski),"5723,46"
1602000,Powiat głubczycki,"5978,21"
1603000,Powiat kędzierzyńsko-kozielski,"6760,49"
1604000,Powiat kluczborski,"5681,23"
1605000,Powiat krapkowicki,"6424,68"
1606000,Powiat namysłowski,"5829,33"
1607000,Powiat nyski,"5717,73"
1608000,Powiat oleski,"5527,82"
1609000,Powiat opolski (opolski),"5740,58"
1610000,Powiat prudnicki,"5463,74"
1611000,Powiat strzelecki,"6081,35"
1661000,Powiat Opole,"6560,39"
1801000,Powiat bieszczadzki,"5747,22"
1802000,Powiat brzozowski,"5049,05"
1803000,Powiat dębicki,"5507,67"
1804000,Powiat jarosławski,"5308,03"
1805000,Powiat jasielski,"5453,4"
1806000,Powiat kolbuszowski,"5082,42"
1807000,Powiat krośnieński (podkarpacki),"4841,46"
1808000,Powiat leżajski,"5374,02"
1809000,Powiat lubaczowski,"5116,12"
1810000,Powiat łańcucki,"5344,4"
1811000,Powiat mielecki,"5845,43"
1812000,Powiat niżański,"5022,68"
1813000,Powiat przemyski,"5052,75"
1814000,Powiat przeworski,"5110,08"
1815000,Powiat ropczycko-sędziszowski,"5343,8"
1816000,Powiat rzeszowski,"5684,1"
1817000,Powiat sanocki,"5266,08"
1818000,Powiat stalowowolski,"5817,58"
1819000,Powiat strzyżowski,"4831,84"
1820000,Powiat tarnobrzeski,"5746,03"
1821000,Powiat leski,"5831,15"
1861000,Powiat Krosno,"5420,94"
1862000,Powiat Przemyśl,"5454,18"
1863000,Powiat Rzeszów,"6508,96"
1864000,Powiat Tarnobrzeg,"5478,64"
2001000,Powiat augustowski,"6050,82"
2002000,Powiat białostocki,"5597,6"
2003000,Powiat bielski (podlaski),"6839,68"
2004000,Powiat grajewski,"6144,83"
2005000,Powiat hajnowski,"6773,76"
2006000,Powiat kolneński,"5471,56"
2007000,Powiat łomżyński,"6087,64"
2008000,Powiat moniecki,"5531,47"
2009000,Powiat sejneński,"6308,4"
2010000,Powiat siemiatycki,"5439,21"
2011000,Powiat sokólski,"5506,16"
2012000,Powiat suwalski,"5323,6"
2013000,Powiat wysokomazowiecki,"6070,52"
2014000,Powiat zambrowski,"5601,17"
2061000,Powiat Białystok,"6183,98"
2062000,Powiat Łomża,"5827,01"
2063000,Powiat Suwałki,"5547,59"
2201000,Powiat bytowski,"5961,47"
2202000,Powiat chojnicki,"5433,86"
2203000,Powiat człuchowski,"5613,05"
2204000,Powiat gdański,"6466,2"
2205000,Powiat kartuski,"5651,36"
2206000,Powiat kościerski,"5458,75"
2207000,Powiat kwidzyński,"5839,35"
2208000,Powiat lęborski,"5918,89"
2209000,Powiat malborski,"5340,19"
2210000,Powiat nowodworski (pomorski),"5749,44"
2211000,Powiat pucki,"5893,38"
2212000,Powiat słupski,"5628,96"
2213000,Powiat starogardzki,"6430,22"
2214000,Powiat tczewski,"6105,39"
2215000,Powiat wejherowski,"5557,82"
2216000,Powiat sztumski,"5597,89"
2261000,Powiat Gdańsk,"7876,68"
2262000,Powiat Gdynia,"6985,73"
2263000,Powiat Słupsk,"5904,49"
2264000,Powiat Sopot,"7701,83"
2401000,Powiat będziński,"5671,96"
2402000,Powiat bielski (śląski),"5875,7"
2403000,Powiat cieszyński,"5838,18"
2404000,Powiat częstochowski,"5774,96"
2405000,Powiat gliwicki,"6067,07"
2406000,Powiat kłobucki,"5132,42"
2407000,Powiat lubliniecki,"5685,44"
2408000,Powiat mikołowski,"5957,61"
2409000,Powiat myszkowski,"5629,12"
2410000,Powiat pszczyński,"5980,4"
2411000,Powiat raciborski,"6823,09"
2412000,Powiat rybnicki,"5660,84"
2413000,Powiat tarnogórski,"6218,12"
2414000,Powiat bieruńsko-lędziński,"5620,67"
2415000,Powiat wodzisławski,"5478,76"
2416000,Powiat zawierciański,"6438,58"
2417000,Powiat żywiecki,"6015,37"
2461000,Powiat Bielsko-Biała,"6434,35"
2462000,Powiat Bytom,"6303,49"
2463000,Powiat Chorzów,"5954,04"
2464000,Powiat Częstochowa,"6018,76"
2465000,Powiat Dąbrowa Górnicza,"7271,87"
2466000,Powiat Gliwice,"7469,7"
2467000,Powiat Jastrzębie-Zdrój,0
2468000,Powiat Jaworzno,"7568,06"
2469000,Powiat Katowice,"8017,49"
2470000,Powiat Mysłowice,"5754,97"
2471000,Powiat Piekary Śląskie,"6550,47"
2472000,Powiat Ruda Śląska,"6006,82"
2473000,Powiat Rybnik,"6135,4"
2474000,Powiat Siemianowice Śląskie,"5955,67"
2475000,Powiat Sosnowiec,"6126,6"
2476000,Powiat Świętochłowice,"5653,41"
2477000,Powiat Tychy,"6236,5"
2478000,Powiat Zabrze,"6511,57"
2479000,Powiat Żory,"5747,61"
2601000,Powiat buski,"5412,76"
2602000,Powiat jędrzejowski,"5829,63"
2603000,Powiat kazimierski,"5097,28"
2604000,Powiat kielecki,"5289,72"
2605000,Powiat konecki,"5493,64"
2606000,Powiat opatowski,"5106,84"
2607000,Powiat ostrowiecki,"5388,69"
2608000,Powiat pińczowski,"5811,36"
2609000,Powiat sandomierski,"5954,75"
2610000,Powiat skarżyski,"5704,16"
2611000,Powiat starachowicki,"5730,06"
2612000,Powiat staszowski,"5856,73"
2613000,Powiat włoszczowski,"5982,4"
2661000,Powiat Kielce,"6185,4"
2801000,Powiat bartoszycki,"5411,23"
2802000,Powiat braniewski,"5368,32"
2803000,Powiat działdowski,"5273,63"
2804000,Powiat elbląski,"5206,08"
2805000,Powiat ełcki,"5238,03"
2806000,Powiat giżycki,"5498,08"
2807000,Powiat iławski,"5080,82"
2808000,Powiat kętrzyński,"5244,28"
2809000,Powiat lidzbarski,"5155,53"
2810000,Powiat mrągowski,"5298,87"
2811000,Powiat nidzicki,"5130,03"
2812000,Powiat nowomiejski,"4668,6"
2813000,Powiat olecki,"5397,85"
2814000,Powiat olsztyński,"5865,11"
2815000,Powiat ostródzki,"5403,55"
2816000,Powiat piski,"5580,91"
2817000,Powiat szczycieński,"5503,25"
2818000,Powiat gołdapski,"5136,51"
2819000,Powiat węgorzewski,"5338,94"
2861000,Powiat Elbląg,"5900,22"
2862000,Powiat Olsztyn,"6506,02"
3001000,Powiat chodzieski,"5542,99"
3002000,Powiat czarnkowsko-trzcianecki,"5808,58"
3003000,Powiat gnieźnieński,"5631,02"
3004000,Powiat gostyński,"5738,3"
3005000,Powiat grodziski (wielkopolski),"5493,6"
3006000,Powiat jarociński,"5391,4"
3007000,Powiat kaliski,"5201,09"
3008000,Powiat kępiński,"4687,66"
3009000,Powiat kolski,"5976,51"
3010000,Powiat koniński,"4988,03"
3011000,Powiat kościański,"5931,56"
3012000,Powiat krotoszyński,"4772,92"
3013000,Powiat leszczyński,"6002,93"
3014000,Powiat międzychodzki,"5620,61"
3015000,Powiat nowotomyski,"5753,37"
3016000,Powiat obornicki,"5821,9"
3017000,Powiat ostrowski (wielkopolski),"5499,39"
3018000,Powiat ostrzeszowski,"5479,65"
3019000,Powiat pilski,"6004,37"
3020000,Powiat pleszewski,"5559,5"
3021000,Powiat poznański,"5737,99"
3022000,Powiat rawicki,"5294,49"
3023000,Powiat słupecki,"5450,67"
3024000,Powiat szamotulski,"6309,72"
3025000,Powiat średzki (wielkopolski),"6078,3"
3026000,Powiat śremski,"5376,46"
3027000,Powiat turecki,"5049,4"
3028000,Powiat wągrowiecki,"5319,73"
3029000,Powiat wolsztyński,"5635,22"
3030000,Powiat wrzesiński,"5758,5"
3031000,Powiat złotowski,"4964,93"
3061000,Powiat Kalisz,"5781,36"
3062000,Powiat Konin,"5913,95"
3063000,Powiat Leszno,"5831,34"
3064000,Powiat Poznań,"7362,74"
3201000,Powiat białogardzki,"5746,07"
3202000,Powiat choszczeński,"5575,63"
3203000,Powiat drawski,"5323,36"
3204000,Powiat goleniowski,"5991,11"
3205000,Powiat gryficki,"5364,42"
3206000,Powiat gryfiński,"5878,75"
3207000,Powiat kamieński,"5326,89"
3208000,Powiat kołobrzeski,"5585,13"
3209000,Powiat koszaliński,"5601,77"
3210000,Powiat myśliborski,"5671,63"
3211000,Powiat policki,"6622,81"
3212000,Powiat pyrzycki,"5694,42"
3213000,Powiat sławieński,"5260,4"
3214000,Powiat stargardzki,"5605,44"
3215000,Powiat szczecinecki,"5799,8"
3216000,Powiat świdwiński,"5239,03"
3217000,Powiat wałecki,"5886,05"
3218000,Powiat łobeski,"5630,58"
3261000,Powiat Koszalin,"6054,77"
3262000,Powiat Szczecin,"6943,84"
3263000,Powiat Świnoujście,"6061,29"
